title,genres,actors,release_date,imdb_rating,summary,poster_path,wiki_link
Deewangee,Crime | Drama | Mystery,Ajay Devgn | Akshaye Khanna | Urmila Matondkar | Farida Jalal | Vijayendra Ghatge | Seema Biswas | Tiku Talsania | Tanaaz Currim Irani | Mohan Kapoor | Nirmal Pandey | Nishigandha Wad | Rana Jung Bahadur | Suresh Oberoi | Sushovan Banerjee,25 October 2002 (India),6.6,Raj is one of city's top lawyer known never to loose a case.He his introduced to Sargam during the launch of her new album by Ashwin Mehta owner of a music company.Next day Ashwin is found ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Deewangee.jpg/220px-Deewangee.jpg,https://en.wikipedia.org/wiki/Deewangee
Dil Vil Pyar Vyar,Drama | Musical | Romance,Madhavan | Jimmy Sheirgill | Sanjay Suri | Namrata Shirodkar | Sonali Kulkarni | Hrishitaa Bhatt | Raqesh Bapat | Bhavna Pani | Asrani | Tiku Talsania | Rita Bhaduri | Kamini Khanna | Mahabanoo Mody-Kotwal | Kiran Kumar,18 October 2002 (India),5.2,Tells the story of three friends Krish Kumar  Hrithik Mittal and Devdarshan Suri alias Dev  who all are from different walks of life as they strive to win the battle of life consisting of ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Dil_Vil_Pyar_Vyar.jpg/220px-Dil_Vil_Pyar_Vyar.jpg,https://en.wikipedia.org/wiki/Dil_Vil_Pyar_Vyar
Dil Hai Tumhaara,Drama | Romance,Arjun Rampal | Preity Zinta | Mahima Chaudhry | Jimmy Sheirgill | Rekha | Alok Nath | Dilip Joshi | Vivek Shauq | Anjan Srivastav | Govind Namdeo | Gajraj Rao | Sachin Khedekar | Natasha Sinha | Achyut Potdar,6 September 2002 (India),5.3,A feisty girl falls in love with her employer's son.,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/DHTDVD.jpg/220px-DHTDVD.jpg,https://en.wikipedia.org/wiki/Dil_Hai_Tumhaara
Ek Chhotisi Love Story,Drama,Saroj Bhargava | Manisha Koirala | Jesse Randhawa | Aditya Seal,6 September 2002 (India),2.9,A story of coming of age of a young 15 year old boy  Aditya  who spends his free time spying on a young woman in the opposite building with a telescope  ready to give his life for her love....                    ,https://upload.wikimedia.org/wikipedia/en/8/8c/Ek_Chotisi_Love_Story_film_poster.jpg,https://en.wikipedia.org/wiki/Ek_Chhotisi_Love_Story
Filhaal...,Drama | Romance,Tabu | Sushmita Sen | Sanjay Suri | Palash Sen | Akash Khurana | Shivaji Satam | Suhasini Mulay | Savita Prabhune | Kamal Chopra | Meenal Patel | Sushma Prakash | Supriya Mukherji | Mehul Buch | Dwarika Prasad,1 February 2002 (India),5.5,Rewa Singh (Tabu) and Sia Sheth (Sushmita Sen) are inseparable friends. Their bond has grown despite of Rewa's marriage to Dhruv Malhotra (Sanjay Suri). All rejoice when Rewa and Dhruv are ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/Filhaal.jpg/220px-Filhaal.jpg,https://en.wikipedia.org/wiki/Filhaal
Gunaah (2002 film),Crime | Drama,Bipasha Basu | Dino Morea | Ashutosh Rana,16 October 2002 (Kuwait),3.3,Tough cop Prabha (Bipasha Basu) is haunted by the demons of her past. Being an illegitimate daughter of a prostitute  she has had a very bad childhood and there once occurred an incident in...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Gunaah_2002_Poster.jpg/200px-Gunaah_2002_Poster.jpg,https://en.wikipedia.org/wiki/Gunaah_(2002_film)
Haan Maine Bhi Pyaar Kiya,Drama | Musical | Romance,Akshay Kumar | Karisma Kapoor | Abhishek Bachchan | Kader Khan | Himani Shivpuri | Shakti Kapoor | Navneet Nishan | Mohnish Bahl | Supriya Karnik | Sophiya Haque | Shweta Menon | Upasna Singh | Dolly Bindra | Razak Khan,15 February 2002 (India),3.7,Shiv (Abhishek Bachchan) and Pooja (Karisma Kapoor) are happily married to each other but sometimes can get into the most petty arguments coming from the way they approach life. Shiv takes ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Haan_Maine_Bhi_Pyaar_Kiya.gif/220px-Haan_Maine_Bhi_Pyaar_Kiya.gif,https://en.wikipedia.org/wiki/Haan_Maine_Bhi_Pyaar_Kiya
Hum Kisise Kum Nahin (2002 film),Action | Comedy | Drama,Amitabh Bachchan | Sanjay Dutt | Asad Aleem | Ajay Devgn | Aishwarya Rai Bachchan | Satish Kaushik | Annu Kapoor | Paresh Rawal | Mukesh Rishi | Ashish Vidyarthi | Shahbaaz Khan | Avtar Gill | Ram Mohan | Navin Nischol,31 May 2002 (India),4.4,A young heiress  daughter of a rich industrialist wishes to get married to her childhood friend and fulfill a promise made to each other.,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/HKKN_2002_film.jpg/220px-HKKN_2002_film.jpg,https://en.wikipedia.org/wiki/Hum_Kisise_Kum_Nahin_(2002_film)
Jaani Dushman: Ek Anokhi Kahani,Action | Fantasy | Thriller,Akshay Kumar | Sunny Deol | Sonu Nigam | Sunil Shetty | Arshad Warsi | Sharad S. Kapoor | Aftab Shivdasani | Aditya Pancholi | Pinky Campbell | Arman Kohli | Manisha Koirala | Rambha | Kiran Rathod | Nikita,16 August 2002 (India),2.8,A shape-shifting snake exacts vengeance on a group of friends for a crime they did not even commit.,https://upload.wikimedia.org/wikipedia/en/9/94/Jani_Dushman.jpg,https://en.wikipedia.org/wiki/Jaani_Dushman:_Ek_Anokhi_Kahani
Jeena Sirf Merre Liye,Romance,Kareena Kapoor | Tusshar Kapoor | Mallika Sherawat,20 November 2002 (Kuwait),4.5,Pinky alias Pooja Malhotra (Kareena Kapoor) and Karan (Tusshar Kapoor) are childhood sweethearts. During this time they exchange vows that they will live for each other only. They separate ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/JeenaSirfMerreLiye.jpg/220px-JeenaSirfMerreLiye.jpg,https://en.wikipedia.org/wiki/Jeena_Sirf_Merre_Liye
Karz: The Burden of Truth,Action | Crime | Drama,Sunny Deol | Sunil Shetty | Shilpa Shetty Kundra | Ashutosh Rana | Kiron Kher | Sayaji Shinde | Johnny Lever | Himani Shivpuri | Shahbaaz Khan | Vishwajeet Pradhan | Deepak Shirke | Rajeev Verma | Shammi | Adi Irani,6 December 2002 (India),3.9,Savitri Devi lives a wealthy life-style with her husband. Her attempts to expose the criminal activities of a gangster  Yograj are fertile and to retaliate Yograj rape her instead which ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Karz_The_Burden_of_Truth.jpg/200px-Karz_The_Burden_of_Truth.jpg,https://en.wikipedia.org/wiki/Karz:_The_Burden_of_Truth
Kehtaa Hai Dil Baar Baar,Comedy | Drama | Romance,Paresh Rawal | Jimmy Sheirgill | Kim Sharma | Johnny Lever | Ranjeet | Nina Kulkarni | Parzaan Dastur | Dinesh Hingoo | Amneek Sandhu | Puja Gupta | Perry Patel | Payan Mehta | Toral Mehta | Sudha Grover,15 November 2002 (USA),4.7,An egoistic and overprotective father  tests his soon-to-be son in law whether he is suitable for his daughter or not. Mayhem ensues after he learns that his future son in law is not that what he imagined.,https://upload.wikimedia.org/wikipedia/en/d/da/Kehtaa_Hai_Dil_Baar_Baar.jpg,https://en.wikipedia.org/wiki/Kehtaa_Hai_Dil_Baar_Baar
Koi Mere Dil Se Poochhe,Musical | Romance | Thriller,Jaya Bachchan | Aftab Shivdasani | Sanjay Kapoor,11 January 2002 (India),3.4,Dress designer  Aman Puri (Aftab Shivdasani) is the only son of the Puri family. His dad (Anupam Kher) wants him to marry  but Aman insists that he will not marry unless he meets the girl ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Koi_Mere_Dil_Se_Poochhe.jpg/220px-Koi_Mere_Dil_Se_Poochhe.jpg,https://en.wikipedia.org/wiki/Koi_Mere_Dil_Se_Poochhe
Kranti (2002 film),Action | Drama,Vinod Khanna | Bobby Deol | Ameesha Patel | Rati Agnihotri | Kabir Bedi | Dalip Tahil,27 March 2002 (Kuwait),3.7,Inspector Abhay Pratap Singh is a young  honest and diligent police inspector  serving with Bombay Police  and comes from a respectable family  which consists of sister Anu; mom Sushma; and...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Kranti_%282002_film%29.jpg/220px-Kranti_%282002_film%29.jpg,https://en.wikipedia.org/wiki/Kranti_(2002_film)
Kuch Tum Kaho Kuch Hum Kahein,Action | Drama | Romance,Vikram Gokhale | Dinesh Hingoo | Adi Irani | Farida Jalal | Suhani Kalita | Sharad S. Kapoor | Fardeen Khan | Feroz Khan | Nina Kulkarni | Sai Lokur | Govind Namdeo | Richa Pallod | Harish Patel | Rameshwari,28 June 2002 (India),5.6,Two feuding neighboring families are brought together to celebrate the wedding anniversary of Vishnupratap Singh (Vikram Gokhale) and his wife (Farida Jalal)  much to the dislike of Rudra ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/KTKKHK.jpg/220px-KTKKHK.jpg,https://en.wikipedia.org/wiki/Kuch_Tum_Kaho_Kuch_Hum_Kahein
Kya Yehi Pyaar Hai,Drama | Romance,Jackie Shroff | Aftab Shivdasani | Ameesha Patel | Anupama Verma | Ashish Vidyarthi | Nina Kulkarni | Vrajesh Hirjee | Snehal Dabi | Sarfaraz Khan | Vinod Tharani | Alharis Abdul | Benifer Treasuryvala,10 April 2002 (Kuwait),3.8,A college slacker pursues the girl of his dreams and will do just about anything to get her to like him.,https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/Kya_Yehi_Pyaar_Hai.jpg/220px-Kya_Yehi_Pyaar_Hai.jpg,https://en.wikipedia.org/wiki/Kya_Yehi_Pyaar_Hai
