title,genres,actors,imdb_rating,year_of_release
Bheja Fry (film),comedy|drama,vinay pathak|rajat kapoor|sarika|milind soman|ranvir shorey|bhairavi goswami|tom alter|,7.6,2007
Bhool Bhulaiyaa,comedy|horror|mystery,akshay kumar|vidya balan|shiney ahuja|ameesha patel|paresh rawal|rajpal yadav|,7.2,2007
Bhram,drama|mystery|romance,dino morea|milind soman|sheetal menon|chetan hansraj|simone singh|sheetal shah|roshni chopra|deepshika nagpal|rajesh khera|paintal|karan singh grover|vishal watwani|nawab shah|gagan gupta|,4.1,2008
Big Brother (2007 film),action|crime|drama,sunny deol|priyanka chopra|,3.8,2007
68 Pages,drama,mouli ganguly|joy sengupta|jayati bhatia|zafar karachiwala|uday sonawane|abhay kulkarni|bakul thakker|sherrin verghese|ajai rohilla|ikhlaq khan|mangala kenkre|dilnaz irani|aastha jain|ram awana|,6.4,2007
Aur Pappu Paas Ho Gaya,comedy,krishna abhishek|kashmira shah|jackie shroff|,3.2,2007
Apna Asmaan,drama|sci-fi,irrfan khan|shobana|dhruv piyush panjuani|rajat kapoor|anupam kher|,6.2,2007
Black Friday (2007 film),action|crime|drama,kay kay menon|pavan malhotra|aditya srivastava|dibyendu bhattacharya|kishore kadam|gajraj rao|zakir hussain|,8.5,2004
The Blue Umbrella (2005 film),comedy|drama|family,pankaj kapur|shreya sharma|deepak dobriyal|rahul kumar|paramjit singh kakran|piu dutt|aasmaan bhardwaj|urmila|dollram|kamal|salil golu|puja|karan|manvi|,7.6,2005
Blood Brothers (2007 Indian film),drama|short|thriller,jazzy doe|siddharth|pavan malhotra|tuhina vora|serena meshram|ayesha takia|ishaan apoorva|dr. muhkerjee|savina|pankaj kapur|,8.2,2007
Buddha Mar Gaya,comedy,mona ambegaonkar|jitender bhargava|birbal|heenaa biswas|prem chopra|jayant gadekar|manoj joshi|mannat kaur|pratima kazmi|anupam kher|khurshed lawyer|mahabanoo mody-kotwal|bobby parvez|vinay pathak|,2.5,2007
Cash (2007 film),action|crime|thriller,ajay devgn|sunil shetty|zayed khan|riteish deshmukh|esha deol|shamita shetty|dia mirza|ayesha takia|,3.4,2007
Cheeni Kum,comedy|romance,amitabh bachchan|tabu|paresh rawal|zohra sehgal|swini khara|vinay jain|,6.8,2007
Chhodon Naa Yaar,thriller,jimmy sheirgill|kim sharma|farid amiri|kabir sadanand|,4.7,2007
Darling (2007 Indian film),drama|horror|romance,fardeen khan|esha deol|isha koppikar|,3.8,2007
Chak De! India,drama|family|sport,shah rukh khan|vidya malvade|sagarika ghatge|shilpa shukla|arya menon|seema azmi|nisha nair|sandia furtado|masochon v. zimik|kimi laldawla|chitrashi rawat|shubhi mehta|anaitha nair|tanya abrol|,8.2,2007
Dhamaal,action|adventure|comedy,sanjay dutt|riteish deshmukh|arshad warsi|javed jaffrey|aashish chaudhary|asrani|sanjay mishra|,7.2,2007
Goal (2007 Hindi film),drama|sport,john abraham|arshad warsi|bipasha basu|boman irani|dalip tahil|zehra naqvi|raj zutshi|shernaz patel|kushal punjabi|scott mean|amanda bitten|sanjay sharma|dibyendu bhattacharya|,4.9,2007
Dharm (film),drama|history,pankaj kapur|supriya pathak|pankaj tripathi|daya shankar pandey|hrishitaa bhatt|anany tripathi|,8.0,2007
Bombay to Goa (2007 film),action|adventure|comedy,sunil pal|raju srivastava|vijay raaz|ehsaan qureshi|aashif sheikh|sudhir pandey|,4.5,2007
Dhokha,action|drama|romance,muzamil ibrahim|muzammil ibrahim|tulip joshi|aushima sawhney|,6.3,2007
Dil Dosti Etc,comedy|crime|drama,imaaduddin shah|shreyas talpade|smriti mishra|nikita anand|raakesh maudgal|ishita sharma|,7.0,2007
Dhol (film),comedy|crime|mystery,sharman joshi|tusshar kapoor|kunal khemu|rajpal yadav|tanushree dutta|om puri|abhimanyu singh|,6.2,2007
Ek Chalis Ki Last Local,adventure|comedy|crime,abhay deol|neha dhupia|amit mistry|nawazuddin siddiqui|ashok samarth|deepak shirke|kanan|snehal dabi|vinay apte|virendra saxena|anuj sharma|akhilesh kumar|ashwin mushran|aashu mohil|,7.3,2007
Familywala,comedy|drama|romance,arjun rampal|dia mirza|ashok saraf|shoma anand|yash tonk|dilip prabhavalkar|neeraj vora|sunil pal|paresh rawal|,5.8,2014
Gandhi My Father,biography|drama|history,akshaye khanna|darshan jariwala|shefali shah|bhoomika chawla|daniel janks|ilanit shapiro|mithilesh chaturvedi|raj zutshi|bomie e. dotiwala|greg viljoen|rustom irani|nayan shukla|padmesh rawal|dharmendra gohil|,7.3,2007
Don't Stop Dreaming,comedy|drama,rishi kapoor|sunil shetty|taz|michelle collins|richard blackwood|ronny jhutti|matt mccooey|junior simpson|,4.5,2007
Dus Kahaniyaan,drama,arbaaz khan|mandira bedi|sudhanshu pandey|jimmy sheirgill|masumeh makhija|amrita singh|parmeet sethi|minissha lamba|mahesh manjrekar|neha dhupia|manoj bajpayee|dia mirza|aftab shivdasani|neha oberoi|,5.7,2007
Eklavya: The Royal Guard,action|drama|thriller,amitabh bachchan|saif ali khan|sanjay dutt|vidya balan|jackie shroff|boman irani|jimmy sheirgill|raima sen|sharmila tagore|parikshat sahni|,6.1,2007
Go (2007 film),crime|drama|romance,gautam gupta|priyanka kothari|kay kay menon|rajpal yadav|ravi kale|sherveer vakil|,2.8,2007
Gauri: The Unborn,drama|horror|thriller,mohan azaad|anupam kher|atul kulkarni|manasi|rushita pandya|praanav|rituparna sengupta|,3.6,2007
Heyy Babyy,comedy|drama,juanna sanghvi|akshay kumar|fardeen khan|riteish deshmukh|vidya balan|boman irani|ricky sandhu|shah rukh khan|anupam kher|anupam sharma|chirag vohra|malaika arora|minissha lamba|amrita rao|,6.0,2007
Guru (2007 film),biography|drama,mithun chakraborty|abhishek bachchan|aishwarya rai bachchan|madhavan|vidya balan|roshan seth|anaushka dantra|mallika sherawat|,7.7,2007
Honeymoon Travels Pvt. Ltd.,comedy|drama|romance,ranvir shorey|dia mirza|abhay deol|minissha lamba|boman irani|shabana azmi|kay kay menon|raima sen|ameesha patel|karan khanna|sandhya mridul|vikram chatwal|,6.1,2007
Jahan Jaaeyega Hamen Paaeyega,action|crime|drama,govinda|divyaa dwivedi|razak khan|adi irani|jeetu verma|mukesh rishi|raju srivastava|pushpa verma|mahesh raj|birbal|anil dhawan|narendra bedi|shashi sharma|joshika chowksi|,4.3,2007
Jhoom Barabar Jhoom,drama|romance,abhishek bachchan|preity zinta|bobby deol|lara dutta|amitabh bachchan|piyush mishra|ameet chana|manjit singh|,3.7,2007
Jab We Met,comedy|drama|romance,shahid kapoor|kareena kapoor|tarun arora|dara singh|pavan malhotra|kamal tiwari|kiran juneja|divya shah|saumya tandon|nihar thakkar|manushka khisty|f.j. jussawala|vishal om prakash|rohini sahni|,7.9,2007
Good Boy Bad Boy,comedy|musical|romance,tusshar kapoor|emraan hashmi|isha sharvani|tanushree dutta|paresh rawal|sushmita mukherjee|kabir sadanand|anang desai|prabha sinha|rakesh bedi|navni parihar|madhura naik|harry|tarun|,3.7,2007
Fool & Final,action|comedy|crime,shahid kapoor|ayesha takia|vivek oberoi|sunny deol|sameera reddy|jackie shroff|paresh rawal|johnny lever|sharmila tagore|om puri|arbaaz khan|chunky pandey|vijay raaz|asrani|,3.3,2007
Khoya Khoya Chand,drama|romance,shiney ahuja|soha ali khan|rajat kapoor|vinay pathak|saurabh shukla|sonya jehan|sushmita mukherjee|ashish ghosh|haidar ali|alka pradhan|pradeep kharab|yusuf hussain|dipannita sharma|nitin murudkar|,6.3,2007
Johnny Gaddaar,crime|drama|mystery,dharmendra|rimi sen|ashwini kalsekar|neil nitin mukesh|vinay pathak|zakir hussain|dayanand shetty|govind namdeo|rasika joshi|shankar sachdev|priyanka bose|farah|radhika|neeraj khetrapal|,7.8,2007
Just Married (2007 film),comedy|drama|romance,fardeen khan|esha deol|,5.4,2007
Kya Love Story Hai,comedy|drama|romance,tusshar kapoor|ayesha takia|karan hukka|rahul singh|shyam mashalkar|poonam gibson|sujata kumar|bikramjeet kanwarpal|wilson|shorty shoe|john|,3.6,2007
Kudiyon Ka Hai Zamana,comedy,rekha|mahima chaudhry|vasundhara das|kim sharma|ashmit patel|,3.6,2006
Hastey Hastey,comedy|drama,jimmy sheirgill|rajpal yadav|shakti kapoor|ann marie seall|nisha rawal|sarah therese thomas|,2.0,2008
Laaga Chunari Mein Daag,drama|family|romance,rani mukerji|jaya bachchan|konkona sen sharma|kunal kapoor|anupam kher|abhishek bachchan|hema malini|murli sharma|kamini kaushal|harsh chhaya|tinnu anand|sushant singh|taraana raja|suchitra pillai|,5.3,2007
Life in a... Metro,comedy|drama|romance,dharmendra|irrfan khan|konkona sen sharma|kay kay menon|shilpa shetty kundra|shiney ahuja|sharman joshi|kangana ranaut|nafisa ali|vicky ahuja|gautam kapoor|,7.4,2007
Loins of Punjab Presents,comedy|music,shabana azmi|ajay naidu|ayesha dharker|michael raimondi|seema rahmani|jameel khan|darshan jariwala|ishita sharma|manish acharya|kunaal roy kapur|loveleen mishra|kory bassett|samrat chakrabarti|sanjiv jhaveri|,7.0,2007
Manorama Six Feet Under,crime|drama|mystery,abhay deol|gul panag|raima sen|sarika|kulbhushan kharbanda|vinay pathak|,7.7,2007
Marigold (2007 film),comedy|romance,salman khan|ali larter|nandana sen|ian bohen|shari watson|helen|vikas bhalla|suchitra pillai|vijayendra ghatge|roopak saluja|kiran juneja|gulshan grover|,4.8,2007
MP3: Mera Pehla Pehla Pyaar,comedy|drama|musical,menekka arora|sarthak bhasin|sagar chawla|hazel croney|dinesh garg|gaurav gera|neelu kohli|sameer kohli|ruslaan mumtaz|manoj pahwa|rinku patel|ashiesh roy|kanwaljit singh|mandira singh|,7.1,2007
Hattrick (film),comedy|drama|romance,nana patekar|danny denzongpa|paresh rawal|kunal kapoor|rimi sen|prateeksha lonkar|asawari joshi|,4.2,2007
Naqaab,crime|drama|romance,bobby deol|akshaye khanna|urvashi sharma|vikas kalantri|vishal malhotra|raj zutshi|archana puran singh|,5.3,2007
Mumbai Salsa,comedy|drama,linda arsenio|shaurya chauhan|alisha chinai|vir das|manjari fadnnis|ray irani|amruta khanvilkar|neelam|indraneil sengupta|denzil smith|,5.0,2007
The Namesake (film),drama,kal penn|tabu|irrfan khan|jacinda barrett|zuleikha robinson|brooke smith|sahira nair|jagannath guha|ruma guha thakurta|sandip deb|sukanya|tanushree shankar|sabyasachi chakrabarty|tamal ray chowdhury|,7.5,2006
Namastey London,comedy|drama|romance,akshay kumar|katrina kaif|rishi kapoor|clive standen|upen patel|javed sheikh|tiffany mulheron|nina wadia|shaana levy|riteish deshmukh|,7.1,2007
My Bollywood Bride,comedy|drama|romance,jason lewis|kashmira shah|gulshan grover|sanjay suri|neha dubey|ash chandler|deepak qazir|madhuri bhatia|sean o'brien teague|,4.7,2006
Nehlle Pe Dehlla,action|comedy|crime,sanjay dutt|bipasha basu|saif ali khan|kim sharma|,3.8,2007
Nishabd,drama,amitabh bachchan|jiah khan|revathy|nassar|shraddha arya|,5.4,2007
No Smoking (2007 film),drama|mystery|thriller,john abraham|ayesha takia|paresh rawal|ranvir shorey|kiku sharda|akhauri p. sinha|joy fernandes|karan makhija|megh pant|,7.2,2007
Om Shanti Om,action|comedy|drama,shah rukh khan|arjun rampal|kiron kher|shreyas talpade|deepika padukone|bindu|javed sheikh|satish shah|nitish pandey|yuvika chaudhry|shawar ali|asawari joshi|nassar abdulla|,6.7,2007
Partner (2007 film),comedy|drama|romance,salman khan|govinda|lara dutta|katrina kaif|rajpal yadav|ali haji|dalip tahil|aarti chhabria|puneet issar|deepshika nagpal|suresh menon|atul parchure|tiku talsania|ali asgar|,5.7,2007
Raqeeb,crime|drama|mystery,rahul khanna|sharman joshi|tanushree dutta|jimmy sheirgill|,4.2,2007
Nanhe Jaisalmer,comedy|drama|family,dwij yadav|bobby deol|sharat saxena|vivek shauq|rajesh vivek|prateeksha lonkar|rushita singh|vatsal sheth|beena kak|,6.0,2007
Life Mein Kabhie Kabhiee,drama|thriller,aftab shivdasani|dino morea|anuj sawhney|nauheed cyrusi|anjori alagh|raj zutshi|koel purie|,5.9,2007
Risk (2007 film),action|crime|drama,vinod khanna|randeep hooda|tanushree dutta|,6.7,2007
Shakalaka Boom Boom,drama|musical|romance,bobby deol|upen patel|celina jaitly|kangana ranaut|,2.4,2007
Red Swastik,crime|drama|thriller,sherlyn chopra|harsh chhaya|deepshika nagpal|deep raj rana|kuldeep mallik|preeti koppikar|rishi khurana|manuj bhaskar|pankaj kalra|yusuf khan|ssanjay swaraaj|zahid ali|rakesh shrivastav|mukesh panchal|,2.9,2007
Salaam-e-Ishq: A Tribute to Love,comedy|drama|musical,salman khan|priyanka chopra|anil kapoor|juhi chawla|akshaye khanna|ayesha takia|john abraham|vidya balan|govinda|shannon esra|sohail khan|isha koppikar|anjana sukhani|kushal punjabi|,5.1,2007
Saawariya,drama|musical|romance,rani mukerji|ranbir kapoor|sonam kapoor|salman khan|zohra sehgal|begum para|atheya chaudhri|kenneth desai|vibha chhibber|farida dadi|darpan srivastava|pravishi das|neha bam|nupur alankar|,5.3,2007
Sarhad Paar,action|drama|romance,mahima chaudhry|tabu|sanjay dutt|chandrachur singh|rahul dev|,4.2,2006
Say Salaam India,drama|sport,mandar jadhav|milind soman|sanjay suri|sandhya mridul|sachin khedekar|manoj pahwa|vickeey ahhuja|sagar chawla|,6.4,2007
Red: The Dark Side,drama|romance|thriller,aftab shivdasani|celina jaitly|amrita arora|,3.3,2007
Shootout at Lokhandwala,action|crime,amitabh bachchan|sanjay dutt|sunil shetty|arbaaz khan|abhishek bachchan|vivek oberoi|tusshar kapoor|rohit roy|shabbir ahluwalia|dia mirza|amrita singh|neha dhupia|aditya lakhia|ravi gossain|,7.1,2007
Strangers (2007 Hindi film),drama|romance|thriller,jimmy sheirgill|kay kay menon|sonali kulkarni|nandana sen|kitu gidwani|,5.0,2007
Swami (2007 film),drama,manoj bajpayee|juhi chawla|maninder wasu|neha pendse|,7.0,2007
Taare Zameen Par,drama|family,darsheel safary|aamir khan|tisca chopra|vipin sharma|sachet engineer|tanay chheda|lalitha lajmi|girija oak|ravi khanvilkar|pratima kulkarni|meghna malik|sonali sachdev|sanjay dadich|raaj gopal iyer|,8.4,2007
Ta Ra Rum Pum,family|romance|sport,saif ali khan|rani mukerji|javed jaffrey|ali haji|angelina idnani|mayank amin|,5.6,2007
Speed (2007 film),action|crime|thriller,urmila matondkar|sanjay suri|zayed khan|aftab shivdasani|aashish chaudhary|sophiya chaudhary|tanushree dutta|,2.9,2007
Traffic Signal (film),drama,kunal khemu|neetu chandra|upendra limaye|ranvir shorey|manish mehta|vicky tulaskar|nassar abdulla|yakub sayeed|santosh dharni|raj munnan|sandeep mehta|indira iyer|konkona sen sharma|sudhir mishra|,6.5,2007
The Train (2007 film),crime|drama|thriller,emraan hashmi|geeta basra|rajat bedi|ananth narayan mahadevan|ashok beniwal|sukhwinder|asseem merchant|sayali bhagat|rajesh khattar|anita wahi|,4.3,2007
Showbiz (film),action|crime|drama,tushar jalota|mrinalini sharma|,3.8,2007
Sunglass (film),comedy|drama|thriller,jaya bachchan|madhavan|tota roy chowdhury|raima sen|naseeruddin shah|,6.5,2013
Welcome (2007 film),comedy|romance,akshay kumar|nana patekar|anil kapoor|mallika sherawat|katrina kaif|feroz khan|paresh rawal|malaika arora|,6.8,2007
36 China Town,comedy|mystery|thriller,akshaye khanna|kareena kapoor|shahid kapoor|paresh rawal|payal rohatgi|johnny lever|tanaaz currim irani|isha koppikar|tanushree dutta|upen patel|priyanka chopra|vivek shauq|raj zutshi|dinyar contractor|,5.6,2006
Aap Ki Khatir (2006 film),comedy|romance,akshaye khanna|priyanka chopra|ameesha patel|dino morea|sunil shetty|bhumicka singh|anupam kher|lillete dubey|tiku talsania|,3.5,2006
Ahista Ahista (2006 film),drama|romance,abhay deol|soha ali khan|shayan munshi|,7.0,2006
Aksar,drama|romance|thriller,emraan hashmi|udita goswami|dino morea|tara sharma|,4.8,2006
Alag,action|drama|fantasy,akshay kapoor|dia mirza|yatin karyekar|jayant kripalani|mukesh tiwari|sharat saxena|beena banerjee|tom alter|rana jung bahadur|,3.8,2006
Anthony Kaun Hai?,mystery|thriller,sanjay dutt|arshad warsi|minissha lamba|anusha dhandekar|gulshan grover|raghuvir yadav|ravi baswani|,5.4,2006
Apna Sapna Money Money,comedy|musical|romance,bobby darling|deena|riteish deshmukh|avtar gill|vrajesh hirjee|celina jaitly|anupam kher|sanjay mishra|koena mitra|sunil pal|chunky pandey|vijay patkar|riya sen|sunil shetty|,5.2,2006
Ankahee (2006 film),biography|drama|romance,aftab shivdasani|ameesha patel|esha deol|amin hajee|ashwini kalsekar|hrishitaa bhatt|vikas bhalla|khushi dubey|javed rizvi jarehavi|deepak qazir|lalit parashar|prithvi zutshi|imran hasnee|,4.1,2006
Yatra (2007 film),drama,rekha|nana patekar|deepti naval|nakul vaid|anandi ghose|romit raaj|,6.3,2006
Baabul (2006 film),drama|family|romance,amitabh bachchan|salman khan|hema malini|john abraham|rani mukerji|om puri|sarika|aman verma|parmeet sethi|rajpal yadav|smita jaykar|beena banerjee|avtar gill|vaishnavi|,5.4,2006
Aisa Kyon Hota Hai?,action|crime|drama,rati agnihotri|amit|gopi bhalla|mehul bhojak|megha chatterji|dominic emmanuel|avtar gill|anisha hinduja|mitra joshi|johnny lever|akanksha malhotra|shruti malhotra|manish mathur|rachana maurya|,4.3,2006
Adharm (2006 film),action,rahul dev|mayuri kango|rocky khanna|anupam kher|sonali kulkarni|sayaji shinde|namrata shirodkar|,5.1,2006
Being Cyrus,drama|thriller,naseeruddin shah|dimple kapadia|saif ali khan|boman irani|simone singh|honey chhaya|manoj pahwa|delna patel|ravi khote|carol gracias|zareen bhasin|keku writer|yasmin khambatta|rayaan gandhy|,7.2,2005
Banaras (2006 film),drama|musical,urmila matondkar|ashmit patel|dimple kapadia|raj babbar|naseeruddin shah|akash khurana|arif zakaria|javed khan|rajeev mishra|,6.2,2006
Bas Ek Pal,drama|romance,juhi chawla|urmila matondkar|jimmy sheirgill|sanjay suri|rehaan engineer|purab kohli|yashpal sharma|,5.9,2006
Bhagam Bhag,comedy|mystery|thriller,akshay kumar|govinda|paresh rawal|lara dutta|jackie shroff|tanushree dutta|arbaaz khan|shakti kapoor|rajpal yadav|asrani|manoj joshi|stephanie page|alexander hathaway|,6.3,2006
Chingaari,drama,sushmita sen|mithun chakraborty|anuj sawhney|ila arun|anjan srivastav|,4.7,2006
Bhoot Unkle,family|fantasy,jackie shroff|akhilendra mishra|dev k. kantawall|rasika joshi|sheela david|anurag prapanna|brij bhushan sawhney|dinesh kaushik|shehzad khan|shallu singh|k.k. goswami|sheena bajaj|jai kanani|mandar|,4.1,2006
Chand Ke Paar Chalo (film),romance,somesh agarwal|shahib chopra|kannu gill|preeti jhangiani|shakti kapoor|razak khan|sanjay narvekar|alok nath|tej sapru|himani shivpuri|,7.3,2006
Aryan: Unbreakable,action|drama|sport,sohail khan|sneha ullal|inder kumar|farida jalal|satish shah|supriya karnik|ehsaan chandna|kapil dev|,4.5,2006
Chup Chup Ke,comedy|drama|romance,kareena kapoor|shahid kapoor|paresh rawal|neha dhupia|rajpal yadav|sunil shetty|om puri|asrani|anupam kher|manoj joshi|shakti kapoor|sushma reddy|amita nangia|priyanshi|,6.7,2006
Corporate (2006 film),drama,bipasha basu|kay kay menon|raj babbar|rajat kapoor|lillete dubey|harsh chhaya|bharat dabholkar|sammir dattani|achint kaur|girish oak|sandeep mehta|,6.5,2006
Darna Zaroori Hai,horror,amitabh bachchan|arjun rampal|anil kapoor|mallika sherawat|manoj pahwa|randeep hooda|zakir hussain|sunil shetty|sonali kulkarni|rajpal yadav|bipasha basu|riteish deshmukh|makrand deshpande|isha koppikar|,5.4,2006
Deadline: Sirf 24 Ghante,crime|thriller,rajit kapoor|konkona sen sharma|jhanak shukla|irrfan khan|sandhya mridul|ameya pandya|zakir hussain|,6.3,2006
Dil Diya Hai,drama|romance|thriller,emraan hashmi|ashmit patel|geeta basra|mithun chakraborty|,3.4,2006
Darwaaza Bandh Rakho,comedy|crime|drama,ishrat ali|abhay bhargav|snehal dabi|divya dutta|gulshan grover|zakir hussain|smita jaykar|jeeva|ravi kale|goga kapoor|tashu kaushik|manisha koirala|srinivasa rao kota|raju mavani|,5.3,2006
Eight: The Power of Shani,horror,raj tara|meghna naidu|gulshan grover|padmini kolhapure|vastvikta|raju kher|surbhi purohit|,4.7,2006
Dhoom 2,action|crime|thriller,hrithik roshan|abhishek bachchan|aishwarya rai bachchan|uday chopra|bipasha basu|rimi sen|trishla baid|nikio|railey|harry|james|taufrique|yusuf hussain|arjun sablok|,6.5,2006
Dor (film),drama,ayesha takia|shreyas talpade|gul panag|girish karnad|prateeksha lonkar|rushad rana|anirudh jaykar|shivani joshi|uttara baokar|pavan singh|banwarilal taneja|ikhlaq khan|veena sajnani|vibhu kashyap|,8.0,2006
Don (2006 Hindi film),action|crime|thriller,shah rukh khan|priyanka chopra|arjun rampal|isha koppikar|boman irani|om puri|pavan malhotra|rajesh khattar|tanay chheda|kareena kapoor|chunky pandey|diwakar pundir|sandrine verrier seth|sidhart jyoti|,7.2,2006
Family (2006 film),action|crime|drama,amitabh bachchan|akshay kumar|bhoomika chawla|aryeman ramsay|sushant singh|nandini|suchhi kumar|anjan srivastav|bharti achrekar|shernaz patel|rujuta deshmukh|ali haji|sunil grover|nawazuddin siddiqui|,5.6,2006
